cpu_utilization,device_age_days,device_id,device_type,error_log_rate,failure_probability,firmware_version,historical_incidents,historical_outages,io_wait,maintenance_days_since,memory_pressure,network_latency,packet_loss_rate,power_cycle_count,reboot_count_7d,sla_breach_history,software_patch_age_days,temperature_anomaly_score,temperature_variance,timestamp,workload_intensity
0.38,1416,D9818,T003,31.5,0.47,6.0,19,1,0.48,39,0.16,55,0.001,7,11,7,211,0.97,0.48,8/30/25,0.8
0.34,274,D2518,T008,49.6,0.57,5.2,19,8,0.04,258,0.12,96,0.135,21,1,7,249,0.91,0.36,7/7/25,0.75
0.11,1257,D8674,T007,36.1,0.46,3.5,19,3,0.13,354,0.45,223,0.105,1,10,3,195,0.16,0.47,11/3/24,0.49
0.93,956,D9751,T006,25.7,0.57,3.0,5,0,0.63,301,0.74,152,0.012,22,12,3,348,0.15,0.37,7/7/25,0.44
0.75,905,D7348,T011,37.3,0.55,4.0,2,4,0.58,40,0.96,134,0.08,13,10,6,327,0.06,0.44,2/21/25,0.5
0.27,2900,D5854,T010,11.3,0.53,5.0,4,0,0.48,344,0.21,13,0.06,30,15,5,232,0.59,0.14,5/6/25,0.99
0.86,476,D7542,T009,5.0,0.62,4.5,4,6,0.28,102,0.84,285,0.147,10,10,6,40,0.63,0.28,9/3/24,0.71
0.59,340,D7078,T002,1.2,0.47,3.5,4,5,0.16,121,0.21,183,0.088,6,8,2,84,0.86,0.38,8/5/25,0.68
0.92,1068,D1131,T001,18.5,0.51,3.0,7,6,0.89,21,0.57,281,0.139,2,4,0,201,0.05,0.32,9/30/25,0.46
0.22,1588,D1097,T012,37.0,0.48,5.2,4,6,0.13,118,0.47,18,0.105,15,9,1,1,0.25,0.41,8/9/24,0.98
0.67,1730,D1197,T005,18.5,0.48,5.0,5,9,0.62,207,0.58,262,0.126,1,3,10,169,0.28,0.16,8/28/24,0.24
0.83,2380,D7378,T004,25.7,0.62,5.1,9,5,0.02,309,0.98,295,0.021,17,3,3,146,0.59,0.06,12/22/24,0.35
0.52,270,D6270,T003,6.7,0.42,4.0,17,6,0.92,25,0.64,188,0.017,30,14,0,200,0.23,0.25,9/20/24,0.66
0.33,1186,D2309,T008,4.9,0.32,6.0,8,5,0.58,28,0.17,249,0.049,10,10,3,290,0.25,0.36,2/15/26,0.74
0.43,1043,D3112,T007,40.4,0.53,3.5,2,6,0.05,347,0.16,226,0.102,16,10,7,225,0.95,0.22,7/2/24,0.75
0.97,1832,D6996,T006,7.7,0.71,5.0,9,7,0.02,15,0.47,217,0.126,6,13,10,277,0.81,0.18,5/31/25,0.5
0.74,1758,D4061,T011,16.1,0.51,4.5,5,8,0.93,148,0.73,212,0.102,28,5,2,289,0.21,0.48,9/21/24,0.33
0.72,463,D3353,T010,28.2,0.35,6.0,0,10,0.6,277,0.14,23,0.036,13,5,1,242,0.19,0.24,12/7/25,0.34
0.68,2478,D1113,T009,11.8,0.55,5.0,12,1,0.26,109,0.57,263,0.06,21,10,8,207,0.58,0.28,1/18/25,0.49
0.54,2966,D1566,T003,1.4,0.56,5.2,12,4,0.21,17,0.52,11,0.141,11,14,7,259,0.22,0.03,12/9/24,0.96
0.91,2357,D3466,T002,49.2,0.55,3.5,0,6,0.18,113,0.15,89,0.049,24,6,4,103,0.93,0.22,5/11/24,0.21
0.82,2802,D6604,T001,0.5,0.59,5.0,16,2,0.82,36,0.56,179,0.032,27,15,9,253,0.29,0.04,5/9/24,0.64
0.25,2291,D4734,T012,34.3,0.45,4.0,1,2,0.25,173,0.53,58,0.14,0,0,3,114,0.24,0.03,2/18/26,0.69
0.62,2241,D6160,T006,37.4,0.59,4.5,18,10,0.26,111,0.34,49,0.097,29,8,7,53,0.6,0.35,11/17/24,0.98
0.25,754,D2162,T005,40.2,0.42,3.0,7,6,0.88,7,0.51,216,0.085,25,11,3,220,0.14,0.13,10/16/24,0.86
0.65,253,D7010,T004,44.9,0.5,5.0,9,0,0.68,327,0.25,19,0.046,27,8,2,43,0.5,0.22,6/2/25,0.53
0.37,2164,D6403,T009,7.1,0.59,5.2,16,8,0.45,356,0.84,114,0.024,20,4,8,236,0.93,0.27,11/4/25,0.54
0.17,1130,D5983,T008,22.5,0.34,5.1,2,2,0.91,8,0.88,80,0.092,26,5,10,116,0.1,0.3,5/24/25,0.1
0.11,1887,D9743,T007,12.9,0.43,4.0,4,3,0.13,151,0.35,61,0.099,5,12,9,213,0.7,0.36,10/28/25,0.29
0.89,1421,D6370,T012,20.3,0.56,3.5,14,10,0.5,182,0.48,179,0.02,29,8,8,214,0.38,0.26,2/8/26,0.91
0.12,1684,D1972,T011,42.8,0.61,5.0,17,3,0.2,98,0.71,88,0.103,25,14,0,290,0.52,0.06,8/10/25,0.9
0.59,415,D5440,T010,18.5,0.57,5.2,8,9,0.75,102,0.86,249,0.078,18,9,10,357,0.07,0.3,2/4/25,0.73
0.92,271,D3840,T003,2.3,0.55,5.1,7,6,0.15,32,1.0,147,0.116,6,9,3,240,0.02,0.26,2/16/24,0.51
0.15,817,D9671,T002,29.4,0.34,3.5,8,1,0.0,131,0.16,161,0.038,25,15,8,78,0.38,0.42,2/20/25,0.88
0.78,2026,D5770,T001,26.2,0.65,4.0,0,0,0.79,220,0.9,276,0.149,13,10,6,130,0.35,0.4,11/30/25,0.35
0.98,1128,D5111,T006,38.1,0.53,4.5,10,9,0.66,346,0.11,81,0.096,13,1,10,293,0.32,0.0,10/3/24,0.12
0.86,1694,D5901,T005,45.7,0.52,4.5,0,4,0.35,312,0.4,114,0.04,24,14,5,185,0.15,0.19,6/5/25,0.34
0.82,2593,D8978,T004,28.9,0.56,4.5,6,4,0.82,142,0.4,43,0.092,15,13,10,15,0.05,0.3,5/18/24,0.77
0.57,1821,D7881,T009,1.6,0.49,3.5,7,2,0.38,81,0.46,290,0.141,19,11,6,292,0.51,0.38,5/7/25,0.32
0.51,2788,D6242,T008,26.1,0.39,5.1,13,4,0.0,158,0.36,113,0.054,16,5,10,58,0.44,0.38,10/18/25,0.16
0.23,2272,D8209,T007,14.0,0.59,3.5,4,5,0.19,307,0.88,249,0.12,9,0,8,181,0.86,0.08,11/11/25,0.98
0.66,2031,D5596,T012,15.8,0.56,4.0,1,0,0.63,347,0.95,287,0.023,14,8,6,116,0.03,0.03,4/22/25,0.84
0.59,2406,D2950,T011,46.7,0.61,5.1,17,9,0.13,159,0.23,130,0.133,23,4,0,174,0.78,0.07,4/6/25,0.47
0.36,110,D2479,T010,48.3,0.53,4.5,18,3,0.09,196,0.56,200,0.147,25,2,10,358,0.1,0.26,4/24/25,0.46
0.24,1466,D9002,T003,46.4,0.48,3.0,17,1,0.51,45,0.63,60,0.027,4,12,2,323,0.68,0.41,1/8/24,0.59
0.54,1758,D7530,T002,22.2,0.44,5.2,8,8,0.02,281,0.15,278,0.055,4,6,8,85,0.58,0.48,3/22/24,0.29
0.99,2133,D2061,T001,49.4,0.61,6.0,18,8,0.75,160,0.62,241,0.011,14,1,1,215,0.7,0.26,11/24/24,0.38
0.77,1422,D4647,T006,22.0,0.6,4.5,1,10,0.13,168,0.79,193,0.099,2,1,5,51,0.84,0.26,6/12/25,0.41
0.94,1395,D8245,T005,30.7,0.6,3.0,10,7,0.34,22,0.49,107,0.135,22,7,8,124,0.3,0.22,8/29/24,0.48
0.92,292,D9378,T004,29.5,0.61,3.0,7,7,0.55,232,0.45,208,0.145,28,4,2,60,0.76,0.12,11/9/25,0.63
0.56,1049,D4412,T009,3.3,0.55,5.0,13,4,0.61,216,0.34,78,0.086,15,6,0,12,0.98,0.11,5/1/24,0.75
0.58,2487,D6851,T008,26.9,0.54,3.5,14,9,0.64,327,0.5,128,0.113,9,4,7,19,0.32,0.4,3/12/25,0.49
0.35,412,D4251,T007,46.0,0.45,4.5,15,0,0.94,159,0.84,88,0.047,20,3,10,53,0.26,0.4,2/14/25,0.16
0.56,1033,D3104,T001,35.3,0.44,5.0,15,6,0.2,153,0.18,297,0.011,15,8,0,50,0.56,0.41,8/28/25,0.85
0.74,1260,D3712,T012,37.0,0.62,5.1,20,7,0.06,332,0.45,227,0.052,0,3,4,278,0.73,0.17,3/19/24,0.17
0.25,382,D7296,T011,29.2,0.42,5.2,8,8,0.95,281,0.84,22,0.045,29,12,3,190,0.23,0.1,4/27/25,0.41
0.42,2980,D5985,T010,25.5,0.6,4.0,14,3,0.14,342,0.95,29,0.106,26,6,1,307,0.37,0.04,10/19/25,0.23
0.65,2368,D5987,T004,37.0,0.55,6.0,15,5,0.86,113,0.59,252,0.148,19,3,9,216,0.07,0.04,10/9/24,0.9
0.64,671,D4607,T003,40.6,0.49,3.5,7,4,0.79,160,0.44,78,0.065,26,1,2,0,0.42,0.06,10/2/24,0.77
0.83,217,D8531,T002,28.8,0.59,4.5,20,5,0.12,77,0.87,105,0.043,28,12,0,103,0.54,0.09,5/6/24,0.48
0.29,832,D4746,T007,46.3,0.6,5.1,6,4,0.4,171,0.87,291,0.122,4,8,4,1,0.79,0.09,8/9/25,0.41
0.3,2695,D1736,T006,24.3,0.52,5.2,5,10,0.85,171,0.61,202,0.054,8,14,2,313,0.78,0.41,1/27/24,0.42
0.83,1535,D3101,T005,44.1,0.46,4.5,12,5,0.81,32,0.21,202,0.093,3,4,6,125,0.29,0.27,1/23/25,0.51
0.57,157,D9225,T009,32.5,0.49,3.0,7,7,0.51,298,0.63,58,0.01,1,13,7,148,0.32,0.35,2/22/24,0.39
0.1,1230,D8503,T008,24.1,0.38,5.0,2,5,0.36,193,0.52,86,0.035,3,6,10,184,0.24,0.13,6/22/25,0.76
0.36,408,D3109,T001,1.0,0.39,3.5,18,9,0.89,131,0.24,227,0.072,6,12,2,161,0.4,0.42,5/18/24,0.39
0.95,856,D2565,T012,48.8,0.48,3.0,16,6,0.68,99,0.26,19,0.002,29,10,5,27,0.74,0.42,4/8/24,0.15
0.17,1333,D2181,T011,32.1,0.32,5.1,14,0,0.86,65,0.51,83,0.101,26,0,6,216,0.05,0.29,1/16/25,0.4
0.15,944,D8960,T010,11.4,0.51,3.5,2,1,0.41,298,0.75,283,0.145,20,15,4,159,0.54,0.05,7/15/25,0.18
0.65,891,D6906,T004,12.4,0.36,5.2,1,9,0.63,137,0.49,252,0.04,27,14,5,219,0.0,0.41,6/30/24,0.26
0.19,979,D5889,T003,41.6,0.33,5.2,19,4,0.33,81,0.31,155,0.027,6,13,5,59,0.17,0.15,11/1/24,0.32
0.87,2823,D4663,T002,1.4,0.36,4.0,12,2,0.11,90,0.35,48,0.048,6,1,10,94,0.03,0.13,8/12/25,0.14
0.29,2461,D2340,T007,10.1,0.61,4.0,7,2,0.92,282,0.62,262,0.139,4,12,4,324,0.69,0.15,6/9/24,0.9
0.56,1613,D4822,T006,14.4,0.5,5.0,18,5,0.92,112,0.66,148,0.045,12,14,2,242,0.42,0.22,12/12/24,0.32
0.66,2919,D5035,T005,28.1,0.61,3.5,12,5,0.49,90,0.85,146,0.125,28,2,5,171,0.36,0.2,10/16/25,1.0
0.52,1654,D3292,T010,13.7,0.38,6.0,5,0,0.96,30,0.13,256,0.121,28,13,1,66,0.02,0.36,1/30/25,0.52
0.76,2592,D4223,T009,17.7,0.58,4.5,2,6,0.08,279,0.23,266,0.089,12,7,1,315,0.57,0.45,12/12/25,0.81
0.68,2340,D2659,T008,20.5,0.57,4.5,6,10,0.75,114,0.88,266,0.063,7,10,4,320,0.7,0.33,2/6/25,0.39
0.92,2853,D1451,T001,16.4,0.57,5.2,17,3,0.1,13,0.75,26,0.013,12,3,3,231,0.57,0.05,4/26/24,0.47
0.78,2496,D7776,T012,19.8,0.57,6.0,9,0,0.85,301,0.28,268,0.09,2,8,3,71,0.82,0.5,12/20/25,0.67
0.76,904,D5858,T011,16.2,0.59,5.0,14,6,0.75,303,0.62,83,0.147,26,8,2,203,0.12,0.32,12/18/24,0.79
0.14,2269,D2998,T004,20.2,0.44,3.0,13,6,0.88,287,0.38,47,0.024,19,1,1,77,0.9,0.02,2/27/26,0.85
0.14,1878,D2360,T003,45.4,0.48,3.0,1,1,0.4,252,0.61,63,0.04,9,2,4,36,0.8,0.29,1/26/24,0.64
0.46,897,D2644,T002,45.9,0.47,3.0,8,3,0.66,115,0.75,256,0.041,6,13,7,41,0.57,0.48,10/15/24,0.31
0.82,1325,D8023,T007,10.7,0.4,6.0,15,1,0.85,162,0.18,253,0.02,11,13,9,323,0.09,0.25,7/11/24,0.22
0.15,575,D9532,T006,15.5,0.37,3.5,3,9,0.3,104,0.39,79,0.128,14,0,10,253,0.48,0.33,7/22/25,0.89
0.28,345,D9905,T005,34.8,0.37,5.0,2,6,0.84,107,0.55,258,0.049,29,3,0,79,0.74,0.3,1/26/25,0.39
0.67,2323,D4619,T010,45.7,0.65,6.0,8,8,0.39,305,0.35,228,0.01,9,11,8,298,0.72,0.25,2/29/24,0.73
0.31,859,D1033,T009,16.9,0.48,5.2,17,4,0.76,198,0.93,99,0.008,15,10,5,338,0.22,0.37,5/22/24,0.16
0.64,2617,D2247,T008,49.9,0.58,6.0,12,1,0.64,56,0.31,137,0.012,3,5,9,154,0.79,0.17,12/28/25,0.69
0.33,114,D3760,T001,30.0,0.57,3.5,13,6,0.49,326,0.81,61,0.117,17,8,8,2,0.51,0.07,7/15/24,0.98
0.45,1667,D7897,T012,43.0,0.42,3.0,1,1,0.84,4,0.22,66,0.061,0,8,4,132,0.65,0.49,7/3/24,0.53
0.13,1949,D8465,T011,18.2,0.56,5.1,12,3,0.85,178,0.2,84,0.105,5,9,5,221,0.99,0.22,6/8/24,0.95
0.79,581,D2192,T004,49.0,0.57,5.2,11,7,0.24,327,0.58,278,0.124,4,14,8,148,0.13,0.46,1/25/24,0.73
0.63,2579,D3385,T003,17.4,0.32,5.0,3,1,0.19,59,0.37,170,0.014,30,0,3,231,0.0,0.39,6/17/24,0.31
0.55,1039,D6864,T002,7.8,0.39,4.0,5,2,0.28,73,0.2,284,0.119,10,0,8,71,0.35,0.43,9/12/25,0.6
0.84,2542,D5558,T007,47.9,0.64,4.5,10,8,0.59,294,0.66,200,0.067,9,15,5,206,0.9,0.35,7/10/24,0.11
0.13,1679,D2594,T006,35.5,0.4,4.5,15,8,0.46,113,0.18,126,0.083,18,0,10,11,0.51,0.39,8/15/24,0.78
0.91,1334,D3111,T005,46.5,0.51,5.1,4,8,0.47,39,0.19,157,0.13,13,8,1,124,0.29,0.4,7/17/25,0.65
0.35,1203,D5104,T010,40.1,0.43,5.2,15,2,0.28,154,0.53,282,0.092,5,0,5,151,0.4,0.12,6/27/24,0.51
0.31,1403,D1335,T009,33.2,0.47,3.5,2,3,0.59,73,0.78,163,0.134,17,2,6,204,0.37,0.03,6/8/25,0.5
0.62,2711,D8531,T008,30.4,0.67,5.2,11,2,0.38,25,0.76,17,0.09,23,13,8,290,0.83,0.02,9/3/24,0.72
0.57,1882,D1433,T001,22.1,0.53,4.0,19,9,0.3,200,0.3,258,0.137,5,3,1,309,0.28,0.3,11/5/24,0.27
0.26,1611,D9811,T012,7.2,0.36,5.0,6,3,0.36,231,0.55,159,0.002,29,10,10,84,0.81,0.11,5/22/24,0.16
0.29,616,D1471,T011,47.1,0.48,6.0,10,5,0.33,157,0.56,65,0.041,10,12,3,363,0.77,0.16,1/28/25,0.2
0.16,507,D1040,T004,14.0,0.32,5.1,10,6,0.51,192,0.15,42,0.106,11,15,10,220,0.02,0.18,1/14/26,0.23
0.86,857,D2388,T003,2.4,0.45,5.1,3,10,0.21,77,0.63,134,0.045,19,7,9,3,0.5,0.11,9/10/25,0.14
0.18,2903,D4529,T002,10.5,0.49,3.5,12,6,0.22,123,0.52,212,0.027,4,0,9,183,0.93,0.41,5/4/24,0.63
0.52,454,D8839,T007,20.3,0.51,4.0,15,8,0.16,358,0.91,40,0.019,7,2,0,283,0.42,0.03,10/3/25,0.68
0.5,1311,D3896,T006,33.5,0.4,3.5,19,1,0.97,180,0.36,229,0.002,22,15,1,314,0.25,0.21,11/5/25,0.28
0.5,1509,D7174,T005,32.5,0.54,3.0,7,1,0.92,111,1.0,248,0.021,17,14,6,146,0.81,0.38,10/23/24,0.22
0.92,1163,D2692,T010,19.0,0.54,4.5,20,8,0.97,223,0.23,74,0.105,24,6,6,73,0.24,0.48,5/17/25,0.41
0.36,1271,D9812,T009,1.4,0.46,3.5,6,0,0.83,77,0.56,242,0.137,24,7,0,42,0.41,0.45,8/1/25,0.65
0.59,1851,D9467,T008,34.2,0.47,6.0,4,2,0.36,104,0.93,286,0.094,4,3,3,323,0.02,0.04,1/7/26,0.4
0.52,774,D3123,T001,41.5,0.56,5.2,18,4,0.41,142,0.47,167,0.077,4,0,5,81,0.53,0.16,8/4/25,0.83
0.5,2098,D7322,T012,48.1,0.58,3.5,10,5,0.95,93,0.81,260,0.133,11,7,3,73,0.22,0.34,9/20/25,0.99
0.69,961,D4014,T011,33.4,0.45,3.5,3,1,0.8,268,0.28,208,0.062,5,0,4,174,0.68,0.35,3/17/25,0.23
0.27,362,D4284,T005,9.9,0.54,5.0,14,0,0.85,202,0.68,81,0.104,25,7,6,162,0.88,0.49,1/5/24,0.54
0.92,576,D3359,T004,1.2,0.69,4.0,20,0,0.13,266,0.98,281,0.07,9,7,7,191,0.72,0.23,9/5/24,0.36
0.89,2790,D1102,T003,14.6,0.68,5.0,5,2,0.55,190,0.88,246,0.086,27,15,3,223,0.07,0.34,10/20/24,0.91
0.48,322,D5217,T002,9.0,0.64,4.0,14,6,0.7,215,0.44,173,0.129,19,7,7,344,0.93,0.22,12/2/25,0.79
0.95,2713,D7069,T007,32.0,0.7,5.2,12,0,0.89,43,0.56,156,0.104,28,8,5,255,0.94,0.46,3/5/25,0.73
0.2,2868,D7242,T006,40.9,0.6,3.0,8,2,0.99,265,0.99,114,0.124,6,6,6,25,0.88,0.21,1/24/24,0.36
0.17,2209,D9459,T010,17.6,0.4,3.5,9,7,0.04,330,0.29,110,0.078,20,1,5,140,0.33,0.01,11/21/24,0.3
0.74,2245,D9338,T009,31.9,0.61,3.0,1,4,0.06,260,0.91,154,0.081,7,1,4,110,0.64,0.03,12/14/24,0.62
0.35,2646,D6652,T008,18.7,0.43,4.0,2,9,0.11,189,0.74,49,0.13,10,0,3,133,0.05,0.15,6/27/25,0.79
0.29,1440,D5625,T001,18.2,0.45,5.1,17,5,0.58,225,0.27,136,0.081,18,7,3,216,0.36,0.39,6/12/24,0.74
0.98,1896,D6453,T012,10.0,0.63,6.0,16,3,0.48,182,0.57,43,0.013,1,13,10,197,0.42,0.36,7/3/25,0.62
0.44,473,D7377,T011,20.2,0.45,5.0,14,10,0.7,311,0.5,257,0.122,13,6,1,18,0.49,0.05,3/10/25,0.13
0.95,131,D8784,T004,31.9,0.64,6.0,15,2,0.87,274,0.48,294,0.001,27,7,0,97,0.97,0.08,4/25/25,0.92
0.24,2061,D9484,T003,12.8,0.42,6.0,17,10,0.81,196,0.56,199,0.135,22,2,3,91,0.2,0.03,1/14/25,0.49
0.45,2391,D4316,T002,46.5,0.53,6.0,10,8,0.48,22,0.69,290,0.136,27,13,4,171,0.09,0.1,1/7/24,0.16
0.71,1733,D1286,T007,30.4,0.58,5.2,13,4,0.85,206,0.62,278,0.056,6,12,0,179,0.47,0.14,9/21/25,0.79
0.14,1288,D7999,T006,24.2,0.44,5.0,1,5,0.09,250,0.23,250,0.021,19,14,10,345,0.86,0.42,5/3/24,0.29
0.51,1406,D3399,T005,46.1,0.6,5.0,15,10,0.78,65,0.77,10,0.018,1,6,8,71,0.76,0.0,3/15/24,0.72
0.64,1674,D9107,T011,19.4,0.5,3.5,16,6,0.81,124,0.2,132,0.071,0,9,10,129,0.57,0.44,12/10/25,0.97
0.11,1171,D9060,T010,45.9,0.43,4.5,19,7,0.32,239,0.55,122,0.052,16,6,8,342,0.13,0.25,4/1/24,0.92
0.12,1470,D3480,T009,45.4,0.49,3.0,18,1,0.75,252,0.72,29,0.036,3,10,1,58,0.48,0.02,3/5/25,0.81
0.74,1655,D1217,T008,10.0,0.62,4.0,6,7,0.84,349,0.24,75,0.126,18,5,9,345,0.94,0.04,4/14/25,0.74
0.73,2550,D2080,T002,45.4,0.58,4.5,6,0,0.59,364,0.28,29,0.135,16,1,1,195,0.23,0.41,7/20/25,0.79
0.59,1409,D1934,T001,10.4,0.43,5.2,17,5,0.88,44,0.7,263,0.1,12,4,4,8,0.09,0.48,10/22/25,0.63
0.22,1709,D3314,T012,33.5,0.48,4.0,18,2,0.04,275,0.69,11,0.022,1,9,7,158,0.42,0.34,1/22/24,0.4
0.9,401,D8337,T005,47.3,0.64,5.1,11,10,0.86,45,0.98,14,0.127,13,7,8,112,0.77,0.25,9/25/25,0.13
0.5,2732,D5965,T004,33.7,0.5,4.0,2,2,0.07,12,0.48,276,0.063,27,13,2,273,0.24,0.49,4/14/25,0.56
0.5,2257,D4614,T003,3.2,0.43,3.0,7,5,0.62,329,0.2,35,0.141,7,5,4,88,0.0,0.02,10/10/25,0.98
0.93,2208,D9810,T008,32.2,0.55,5.2,18,3,0.99,353,0.25,212,0.064,10,2,7,227,0.16,0.08,9/15/25,0.56
0.88,2274,D3645,T007,21.6,0.72,4.0,6,6,0.09,277,0.56,22,0.13,20,11,3,336,0.48,0.2,4/15/25,0.83
0.55,673,D8846,T006,36.7,0.55,3.5,7,7,0.76,341,0.98,24,0.088,3,11,6,157,0.09,0.2,12/7/25,0.48
0.42,2252,D8327,T011,0.2,0.37,3.5,20,5,0.27,219,0.18,144,0.012,22,5,0,157,0.53,0.32,7/28/25,0.14
0.58,1905,D6775,T010,27.6,0.66,5.0,12,5,0.95,55,0.39,45,0.138,4,6,7,63,0.92,0.3,2/9/25,0.9
0.1,1424,D7051,T009,21.7,0.52,3.5,15,7,0.3,174,0.36,204,0.121,17,15,2,69,0.58,0.42,1/29/26,0.66
0.28,1834,D2507,T002,12.0,0.63,5.2,18,7,0.7,71,0.95,22,0.118,10,9,5,333,0.81,0.25,10/19/25,0.33
0.35,842,D9167,T001,10.5,0.4,5.1,6,6,0.02,82,0.61,297,0.06,5,3,9,76,0.97,0.44,10/16/25,0.3
0.85,168,D1591,T012,36.6,0.61,4.5,0,1,0.63,72,0.54,184,0.149,2,4,1,328,0.64,0.32,5/20/25,0.63
0.29,220,D4578,T005,23.5,0.64,4.5,15,5,0.16,339,0.98,134,0.078,28,9,8,78,0.83,0.33,11/3/25,0.83
0.44,2205,D7823,T004,39.3,0.49,5.2,8,8,0.65,101,0.49,190,0.08,30,7,3,181,0.55,0.21,5/21/25,0.7
0.79,2878,D2074,T003,39.4,0.69,5.1,12,8,0.25,253,0.37,165,0.144,11,11,7,208,0.95,0.11,10/14/24,0.33
0.67,2402,D5913,T008,49.6,0.63,3.0,4,5,0.04,14,0.93,191,0.145,4,3,8,123,0.67,0.34,12/17/24,0.16
0.34,1248,D6156,T007,2.3,0.46,6.0,19,3,0.23,88,0.52,238,0.001,23,14,9,100,0.73,0.25,10/3/24,0.93
0.85,2928,D3865,T006,38.2,0.58,5.2,1,5,0.8,172,0.33,173,0.146,11,9,0,305,0.24,0.5,6/28/25,0.88
0.41,2872,D4803,T011,31.6,0.53,4.5,10,1,0.8,179,0.72,30,0.074,26,13,4,283,0.52,0.45,11/27/24,0.41
0.82,219,D4001,T010,9.2,0.52,5.1,5,6,0.15,140,0.75,145,0.021,13,14,5,294,0.1,0.42,11/14/25,0.99
0.12,365,D4081,T009,34.3,0.43,5.1,19,4,0.75,71,0.27,124,0.047,19,7,10,116,0.56,0.43,3/21/24,0.92
0.73,1248,D3494,T003,47.9,0.57,4.0,16,8,0.34,117,0.48,267,0.121,29,9,8,110,0.23,0.05,2/28/24,0.85
0.61,2548,D3048,T002,15.5,0.52,4.5,13,7,0.72,172,0.18,178,0.036,26,1,0,316,0.83,0.3,11/24/25,0.95
0.7,1154,D1970,T001,12.9,0.47,4.0,13,0,0.98,51,0.85,271,0.063,20,3,8,217,0.37,0.22,3/10/25,0.26
0.18,2902,D3300,T012,23.7,0.46,5.1,1,6,0.46,112,0.53,222,0.046,7,3,2,160,0.9,0.22,3/29/24,0.72
0.98,1771,D9343,T006,30.2,0.58,5.1,3,10,0.81,75,0.54,183,0.096,29,12,7,8,0.12,0.23,4/24/24,0.71
0.75,448,D3568,T005,12.4,0.46,5.0,6,10,0.92,266,0.36,125,0.043,2,11,4,99,0.02,0.44,11/11/25,0.87
0.23,692,D2047,T004,12.8,0.38,3.0,7,1,0.77,283,0.65,195,0.045,14,15,3,347,0.24,0.19,4/22/24,0.26
0.42,1296,D1096,T008,43.2,0.65,6.0,19,1,0.27,177,0.61,140,0.073,1,1,5,329,0.68,0.01,5/14/24,0.87
0.86,2633,D2866,T007,19.9,0.57,6.0,18,8,0.44,79,0.23,174,0.112,21,2,3,117,0.61,0.23,1/28/24,0.24
0.16,346,D4227,T011,4.9,0.37,5.0,5,2,0.8,51,0.88,195,0.037,5,5,0,192,0.31,0.02,12/2/25,0.59
0.11,1525,D8313,T010,39.4,0.56,6.0,17,2,0.08,152,0.8,32,0.041,7,3,3,347,0.79,0.42,6/25/24,0.66
0.8,2610,D1778,T009,44.0,0.58,6.0,9,10,0.5,17,0.44,171,0.037,14,5,5,284,0.81,0.38,10/5/24,0.9
0.64,576,D7253,T003,37.5,0.63,6.0,16,8,0.58,352,0.51,133,0.035,12,13,6,350,0.5,0.05,3/27/25,0.78
0.39,2492,D7381,T002,13.0,0.44,3.5,20,4,0.61,41,0.26,225,0.079,4,11,5,56,0.46,0.31,4/27/24,0.66
0.54,1152,D9734,T001,22.8,0.37,4.0,1,7,0.27,357,0.53,133,0.003,11,13,0,41,0.05,0.44,9/13/25,0.75
0.76,1801,D6017,T012,34.0,0.67,5.2,18,10,0.74,4,0.89,135,0.078,19,15,10,113,0.67,0.01,10/25/25,0.31
0.7,1826,D9364,T006,1.4,0.5,5.2,13,4,0.31,106,0.44,208,0.034,17,8,7,272,0.3,0.49,5/9/25,0.9
0.44,2124,D3852,T005,47.6,0.39,5.2,6,0,0.81,217,0.16,46,0.059,13,3,4,90,0.3,0.39,10/3/25,0.28
0.59,901,D5729,T004,41.2,0.64,6.0,16,7,0.73,278,0.95,94,0.074,6,1,4,50,0.37,0.34,11/14/25,0.86
0.18,608,D9530,T009,22.3,0.37,5.0,2,8,0.85,265,0.59,37,0.077,15,12,1,245,0.17,0.17,11/2/25,0.27
0.96,2737,D3378,T008,29.9,0.75,3.5,1,6,0.04,85,0.8,42,0.142,8,8,5,338,0.71,0.02,8/15/25,0.53
0.93,215,D3967,T007,46.0,0.61,4.5,15,10,0.73,142,0.29,215,0.117,22,7,9,1,0.55,0.42,2/3/26,0.59
0.5,1349,D1877,T012,3.6,0.53,5.2,15,8,0.85,311,0.26,279,0.062,22,6,8,305,0.87,0.29,2/5/25,0.47
0.19,415,D7005,T011,4.7,0.56,3.0,10,6,0.83,252,0.66,112,0.149,5,13,3,221,0.66,0.3,12/26/24,0.29
0.33,2558,D9466,T010,6.2,0.51,6.0,4,1,0.85,29,0.62,289,0.087,25,8,7,319,0.89,0.17,1/25/26,0.38
0.71,1240,D4018,T003,38.9,0.67,4.0,4,2,0.44,111,0.93,64,0.125,8,10,5,246,0.55,0.03,11/26/24,0.64
0.17,1371,D7899,T002,33.6,0.42,3.0,1,3,0.37,352,0.65,161,0.04,24,11,7,23,0.53,0.17,8/28/24,0.64
0.58,153,D2974,T001,39.8,0.54,4.5,15,5,0.39,255,0.95,68,0.017,25,5,3,329,0.7,0.49,9/4/24,0.17
0.63,2678,D2522,T006,30.3,0.55,6.0,1,8,0.46,142,0.73,65,0.132,20,5,9,69,0.31,0.39,3/4/25,0.92
0.19,1385,D1755,T005,0.4,0.41,4.5,1,9,0.52,199,0.29,214,0.038,23,15,3,48,0.77,0.17,10/28/25,0.3
